,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
60,0001193125-18-312174,ELECTRONIC,20181030,2018-10-30,8-K,break critical critically cut defer disclose erred fined ill late lie lose loss losses lying miss negative plea pleas poses quit restate restated sue sued,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ fluctuation fluctuations intangible intangibles may nearly predict preliminary revise revised variance,able acclaimed benefit best breakthrough effective enable enabled excited gain gains good highest incredibly innovative pleased satisfy strong win
61,0000712515-15-000040,ELECTRONIC,20150529,2015-05-29,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
62,0000712515-14-000012,ELECTRONIC,20140206,2014-02-06,8-K,break closure collapse cut delay delayed difficult fired ill inaccurate lapse late lie miss poses taint,anticipate anticipated anticipation assumption assumptions could differ hidden may possibilities predict risk uncertain uncertainties,able satisfy win
63,0001193125-13-112515,ELECTRONIC,20130318,2013-03-18,8-K,break challenging claims closed critical critically cut disclose disclosed forego forfeit forfeited ill late lie lose miss overage poses resign resignation resigned sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could differ may nearly predict preliminary risk risks uncertain uncertainties,able acclaimed accomplish accomplished benefit better confident creative effective good great honor honored innovation leadership leading optimistic progress satisfied satisfy smooth strong strongest success successful successfully win
64,0000712515-17-000020,ELECTRONIC,20170228,2017-02-28,8-K,break collapse cut ill lapse late lie miss quit,almost believe could hidden nearly,able best dream effective excitement exciting fantastic great honor honored incredible leadership opportunity satisfy win
65,0000712515-15-000042,ELECTRONIC,20150707,2015-07-07,8-K,break closure collapse cut lapse lie miss,hidden,able satisfy win
66,0001193125-12-319457,ELECTRONIC,20120727,2012-07-27,8-K,absence adverse adversely against allege alleged bankrupt bankruptcy breach breaching break broken cancel canceled cancellation cancelled caution cease ceased ceases claims closed closing closure complain complaint complaints concern conflict conflicts contrary controversies crime criminal cut damage damages defamation defect defer delay deter difficult diminution disclaim disclose disclosed discontinuation discontinue dishonest dishonesty dismiss dismissal dispose dispute disqualify dissolution distress doubt embezzle embezzlement erred fail fails failure felony fined fines force forced forcing forego forfeit forfeited fraud gratuitous gratuitously harass harassment harm ill illegal impair impairment impermissible impossible impracticable inability inadequate incapacity inconsistency inconsistent ineligible injurious invalid invalidity investigation involuntary irreparable knowingly lapse lapsed late lie limitation limitations liquidate liquidated liquidates liquidation litigating litigation lose losing lying misappropriation misconduct miss mistake mistaken negative nondisclosure omission omit omitted penalties penalty plea plead pleas pled poses posing preclude preventing purport purported purports question questions quit refusal refuse refuses refusing reject rejected resign resignation restate restated restatement restructuring retaliation revocation revoke revoked revokes sever severe severed stress sue sued sues suing suspect suspend suspended suspending suspension taint terminate terminated terminates termination terminations testify threat threaten threatened uncollected unfavorable unfunded unlawful unpaid violate violated violation wrong wrongful,alteration ambiguous anticipate anticipated approximate approximately approximation approximations assume assumed assumes assuming assumption assumptions believe believes conditional contingent could depend dependent depending differ doubt fluctuation fluctuations may pending possible predict predicted risk uncertain unknown unusual vary,able accomplish accomplished achieve achieved achievement assure attain attainment beneficial beneficially benefit conclusive confident desirable effective enable encouraged enhance enhanced exclusive favorable gain gains good great greater highest honor improve improvement improvements innovation invent invention inventions opportunity satisfaction satisfactory satisfied satisfy stable strong success valuable win
67,0000712515-18-000040,ELECTRONIC,20180803,2018-08-03,8-K,against break closed collapse cut deter disclose disclosed fined forego ill lapse late lie lose miss purport quit termination violate violated,depend dependence dependent differ hidden may,able achieve achievement attain attainment effective gain gains satisfy success win
68,0000712515-14-000017,ELECTRONIC,20140506,2014-05-06,8-K,against break challenging closed closing collapse conciliation critical critically cut decline defer deter disclose disclosed discontinue discontinued erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit restructuring restructurings sever sue sued suspend suspended taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could depend differ hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit best effective enable enabled excited exclusive exclusively gain gains good great greater improving innovative opportunities satisfy superior tremendous win
69,0000712515-14-000003,ELECTRONIC,20140128,2014-01-28,8-K,against break closing collapse conciliation critical critically cut decline defer deficit deter disclose easing erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense weak weakness,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit best effective enable enabled exciting gain gains good great greater highest improve improvement satisfy strong superior win
70,0000712515-16-000129,ELECTRONIC,20160802,2016-08-02,8-K,against break closing collapse conciliation critical critically cut decline defer deter disclose erred ill impair impairment lapse late lie limitation limitations lose losing loss losses miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified variance,able acclaimed benefit breakthrough effective enable enabled gain gains good great greater innovation leading outperform satisfy success superior win
71,0000712515-16-000115,ELECTRONIC,20160527,2016-05-27,8-K,absence adverse adversely against allege alleged alleging breach breached breaches break cease ceased ceases challenge challenges closed closing closure collapse concern conflict contrary convict convicted corrected criminal cut damage damages defect defective defend defendant defendants defending delay delayed destroy destroyed destruction deter disclose disclosed disclosing disinterested dispose disqualification disqualified disregard disregarded erred error fail fails failure fined fines force forced forego harm ill illegal improper incident ineligibility ineligible intentional interfere invalid lapse late lie limitation limitations lose loses losing loss lost lying misconduct mislead misleading miss objecting omission omit omitting oppose opposed penalties plea pleas poses posing postpone postponement prejudice question questions recall recalled recalls reject resign resignation restate restated stolen sue sued suffer suffered termination terminations threat threaten threatened unavailability unavailable violate violation violations,appear appears assume believe believes contingent could depend dependence dependent hidden may might pending possible risk variation variations,able beneficial beneficially benefit best confident desired effective exclusive exclusively gain gains good great greater leading loyal opportunity pleasure resolve satisfactory satisfied satisfies satisfy solves success win
72,0000712515-17-000025,ELECTRONIC,20170509,2017-05-09,8-K,against break breaking collapse critical critically cut defer disclose discontinue discontinued easing erred fined ill lapse late lie lose loss losses miss plea pleas poses quit sever sue sued suspend suspended taint tense,anticipate anticipated approximate approximately assume assumes believe believes could depend differ fluctuation fluctuations hidden intangible intangibles may predict preliminary risk risks tending uncertain uncertainties variance,able acclaimed benefit effective enable enabled enabling gain gains good innovating opportunities profitability satisfy success win
73,0000712515-15-000046,ELECTRONIC,20150730,2015-07-30,8-K,against break closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated anticipation approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater outperform satisfy strength superior win
74,0001193125-12-266697,ELECTRONIC,20120611,2012-06-11,8-K,against break closing cut deter fined forego ill late lie losing miss purport termination violate violated,may,able accomplish accomplishment accomplishments achieve achievement gain gains great greater highest satisfy win
75,0001193125-19-031025,ELECTRONIC,20190207,2019-02-07,8-K,break closed cut disclose disclosed fined ill lie lose lying miss,revise revised,satisfy win
76,0000712515-15-000078,ELECTRONIC,20151210,2015-12-10,8-K,break breaking collapse critical cut fined ill lapse late lie lose miss,differ hidden,able best better delight delighted enable excited exciting great leading opportunities opportunity preeminent satisfy tremendous win
77,0000712515-17-000033,ELECTRONIC,20170522,2017-05-22,8-K,absence adverse adversely against allege alleged bad bankrupt bankruptcy breach break cancel canceled cancelled closing collapse concern conflict contend contrary convict conviction crime cut damage damages defer deter diminution dishonest dishonesty dispose dispute dissolution embezzle embezzlement erred fail fails failure felony fined force forego forfeit forfeited fraud ill incapacity indict indictment invalid invalidity lapse late lie limitation liquidate liquidates liquidation litigating litigation losing lying misappropriation misconduct miss negative negligence plea pled poses preclude purport purported quit refusal refuse refusing resign resignation restate restated restatement revocation sever sue sued sues suing suspend suspended taint terminate terminated termination terminations threat threaten threatened violate violation,ambiguous approximation approximations assume assuming assumption assumptions believe believes depend dependent differ hidden may pending possible predict predicted unknown,able achieve achieved assure beneficial benefit conclusive effective exclusive gain gains good great greater highest satisfactory satisfied satisfy success win
78,0000712515-18-000052,ELECTRONIC,20180830,2018-08-30,8-K,break collapse critical critically cut ill lapse lie miss plea pleas poses sue sued taint tense,anticipate anticipated approximate approximately believe believes could differ fluctuation fluctuations hidden may possible predict preliminary revise revised risk risks uncertain uncertainties,able acclaimed benefit best effective enable excitement great honor honored satisfy strong valuable win
79,0000712515-16-000103,ELECTRONIC,20160523,2016-05-23,8-K,absence adverse adversely against allege alleged alleging bankrupt bankruptcy breach breached breaches breaching break cancel canceled cancelled cease ceased ceases challenge challenges claims closed closing closure collapse concern conflict contrary controversies convict convicted crime criminal cut damage damages defamation defect defective defend defendant defendants defending defer delay delayed destroy destroyed destruction deter difficult diminution disclaim disclose disclosed disclosing disinterested dispose dispute disqualification disqualified disregard disregarded dissolution distress embezzle embezzlement erred fail fails failure felony fined fines force forced forcing forego forfeit forfeited fraud harass harassment harm ill illegal impracticable improper inadequate incapacity incident ineligibility ineligible injurious intentional interfere invalid invalidity investigation involuntary irreparable knowingly lapse lapsed late lie limitation limitations liquidate liquidated liquidates liquidation litigating litigation lose loses losing loss lost lying misappropriation misconduct mislead misleading miss negative nondisclosure objecting omission omit omitting oppose opposed penalties penalty plea pleas pled poses posing postpone postponement preclude prejudice purport purported purports question questions quit recall recalled recalls refusal refuse refusing reject resign resignation restate restated restatement retaliation revocation revoke revoked sever stolen stress sue sued sues suffer suffered suing suspect suspend suspended taint terminate terminated termination terminations testify threat threaten threatened unavailability unavailable unfavorable violate violation violations wrong wrongful,ambiguous anticipate anticipated appear appears approximation approximations assume assuming assumption assumptions believe believes contingent could depend dependence dependent differ hidden may might pending possible predict predicted risk unknown variation variations,able achieve achieved beneficial beneficially benefit best conclusive confident desired effective enhance enhanced exclusive exclusively favorable gain gains good great greater highest improve improvement improvements invent invention inventions leading loyal opportunity pleasure resolve satisfaction satisfactory satisfied satisfies satisfy solves success valuable win
80,0000712515-16-000117,ELECTRONIC,20160531,2016-05-31,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
81,0000712515-14-000015,ELECTRONIC,20140319,2014-03-19,8-K,break closure collapse cut delay delayed difficult easing ill inaccurate lapse late lie miss poses taint,anticipate anticipated assumption assumptions could differ hidden may predict risk uncertain uncertainties,able better fantastic impress impressive incredible perfect perfectly satisfy win
82,0000712515-17-000097,ELECTRONIC,20171121,2017-11-21,8-K,break closed collapse cut disclose disclosed fined ill lapse lie lose lying miss quit,hidden may revise revised,able satisfy win
83,0000712515-15-000037,ELECTRONIC,20150522,2015-05-22,8-K,absence adverse adversely against allege alleged bankrupt bankruptcy breach breaching break cancel canceled cancelled caution cautions cease claims clawback closed closing closure closures collapse complain complaint complaints concern conciliation conflict conflicts contrary controversies crime criminal cut damage damages decline defamation defer deficiencies delay delayed deter difficult diminution disclaim disclose disclosed disclosing discontinue disparage disparagement dispose dispute disputed disputes dissolution distress downward duress easing embezzle embezzlement erred fail fails failure felony fined force forced forcing forego forfeit forfeited forfeiture fraud grievance grievances harass harassment harm ill illegal impracticable inadequate incapacity injurious interfere interference invalid invalidity investigation involuntarily involuntary irreparable knowingly lapse lapsed late lie limitation liquidate liquidated liquidates liquidation litigating litigation lose losing lying misappropriation misconduct miss negative nondisclosure overage penalties penalty pled poses preclude prosecution purport purported purports quit refusal refuse refusing resign resignation restate restated restatement retaliation revocation revoke revoked sever slander stress subpoena sue sued sues suing suspect suspected suspend suspended taint terminate terminated terminates termination terminations testify threat threaten threatened unauthorized undue unfavorable unfunded unpaid unsuspected violate violated violation violative wrong wrongful,ambiguous anticipate anticipated approximation approximations assuming assumption assumptions believe believes contingent could depend dependent differ hidden may pending possible precaution precautions predict predicted risk unknown unusual variable vary,able accomplish accomplishment accomplishments achieve achieved achievement achievements advancement attain attainment beneficial beneficially benefit best conclusive confident effective enable enhance enhanced enhancing exceptional exclusive favorable gain gains good great greater highest improve improvement improvements improves invent invention inventions opportunity outperform resolve reward rewards satisfaction satisfactory satisfied satisfy satisfying success valuable win
84,0000712515-15-000023,ELECTRONIC,20150519,2015-05-19,8-K,bad break collapse cut ill lapse lie lose miss,hidden,able achieve achievement achievements best creative great incredibly leadership opportunity satisfy strength strengthen strong stronger tremendous win
85,0000712515-17-000055,ELECTRONIC,20170804,2017-08-04,8-K,break collapse cut fined lapse lie lying miss,depend dependent hidden revise revised,able gain gains satisfy success win
86,0000712515-13-000014,ELECTRONIC,20130507,2013-05-07,8-K,against break breakdown closing collapse conciliation critical critically cut decline defer deficit deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense,almost anticipate anticipated approximate approximately assume assumes believe believes contingent could differ hidden intangible intangibles may nearly pending predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed achieve achievement benefit best creative effective enable enabled excited gain gains good great greater improve improvement popular satisfy superior win
87,0000712515-14-000071,ELECTRONIC,20141208,2014-12-08,8-K,break collapse cut ill lapse lie miss,hidden,able effective satisfy win
88,0001193125-12-324414,ELECTRONIC,20120731,2012-07-31,8-K,break closed closure closures critical critically cut decline declined force ill late lie lose miss plea pleas purport question questions quit sever sue sued terminate terminated,assume contingent could depend depending may pending tending,able acclaimed achieve achievement benefit exciting good great incredibly leadership pleased satisfy win
89,0000712515-17-000095,ELECTRONIC,20171117,2017-11-17,8-K,break challenge challenges closed closure collapse concern concerns cut disclose disclosed fined ill lapse late lie lose lying miss overshadow overshadowing plea pleas question questions quit sever unfair,hidden may possible revise revised,able advantage advantages best enjoy great progress satisfy win
90,0000712515-13-000003,ELECTRONIC,20130130,2013-01-30,8-K,break challenging closing collapse conciliation critical critically cut decline defer deficit delay delays deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit restructuring restructurings sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could depend dependent differ hidden intangible intangibles may pending predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater improve improvement popular satisfy superior win
91,0000712515-14-000058,ELECTRONIC,20141031,2014-10-31,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss,hidden may,able satisfy win
92,0000712515-15-000018,ELECTRONIC,20150505,2015-05-05,8-K,against break closing collapse conciliation critical critically cut decline defer deter disclose discontinue discontinued erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss negative plea pleas poses quit restructuring restructurings sever sue sued suspend suspended taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could depend differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled exceptional gain gains good great greater happy opportunities satisfy strong success superior win winning
93,0001193125-19-019641,ELECTRONIC,20190129,2019-01-29,8-K,break closed cut disclose disclosed fined ill inconvenience lie lose lying miss,probabilities revise revised,able effective satisfy transparency win
94,0000712515-17-000053,ELECTRONIC,20170727,2017-07-27,8-K,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses lying miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could differ fluctuation fluctuations hidden intangible intangibles may predict preliminary revise revised risk risks uncertain uncertainties variance,able acclaimed benefit effective enable enabled gain gains good great highest innovation profitability satisfy strong tremendous win
95,0000712515-17-000090,ELECTRONIC,20171109,2017-11-09,8-K,break closing closure collapse critical critically cut deter fined ill lapse late lie lose losing lying miss quit sever sue sued,contingent depend dependence dependent hidden may nearly revise revised variable,able acclaimed accomplish achieve achievement best creative effective excited exciting great incredible innovative leadership leading opportunities satisfy strength strengths success successful unmatched win
96,0000712515-18-000026,ELECTRONIC,20180524,2018-05-24,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
97,0000712515-18-000018,ELECTRONIC,20180518,2018-05-18,8-K,absence adverse adversely against allege alleged artificially bad bankrupt bankruptcy breach breaching break cancel canceled cancellation cease ceases claims closing closure collapse complain complaint complaints concern conciliation conflict conflicts contend contrary controversies convict conviction crime cut damage damages decline defamation defamatory defect defer deficiencies delay delayed denial denied depress depressed deter difficult diminution disclaim disclose discontinue dishonest dishonesty dismiss dispose dispute disputed disputes dissolution distress downward duress easing embezzle embezzlement erred fail fails failure felony fined force forced forcing forego forfeit forfeited forfeiture fraud harass harassment harm ill illegal impracticable inadequate incapacity incomplete inconsistency inconsistent indict indictment ineligible inquiry interfere invalid invalidity investigation involuntarily irreparable lapse late lie limitation liquidate liquidated liquidates liquidation litigating litigation lose losing lying misappropriation misconduct miss negative negligence nondisclosure omit omitted overage penalties penalty plea pled poses preclude purport purported quit refusal refuse refusing resign resignation restate restated restatement restructuring retaliation revocation revoke revoked sever severe severed slow stress subpoena sue sued sues suing suspect suspected suspend suspended taint terminate terminated terminates terminating termination terminations testify threat threaten threatened unable uncollected undue unfair unfunded unpaid unsuspected violate violated violating violation worthless wrong wrongful,ambiguous appear approximation approximations assume assumed assuming assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden may pending possible predict predicted revise risk unknown unusual variable vary,able accomplish achieve achieved achievement achievements assure attain attainment beneficial benefit conclusive confident desirable effective empower empowered exceptional exclusive gain gained gains good great greater highest improve improvement improvements innovation invent invention opportunity perfect resolve reward rewards satisfaction satisfactory satisfied satisfy satisfying success valuable win
98,0001193125-13-369231,ELECTRONIC,20130917,2013-09-17,8-K,against breach break cancel cease closed closing closure closures conflict contrary cut damage damages decline declined deter disclose disclosed fined force forcing forego harm ill irreparable late lie limitation lose losing lying miss plea pleas poses purport question questions quit sever stops terminate termination threat threaten threatened violate violated,anticipate anticipated assume believe contingent could indefinite may preliminary,able accomplish accomplishment accomplishments achieve achievement adequately benefit confident creative effective enthusiastic enthusiastically exceptional excitement exciting exclusive fantastic gain gains good great greater highest honor honored improve improvement improvements incredibly innovation innovations invent invention inventions leadership pleased profitable progress satisfy strong success win
99,0000712515-13-000011,ELECTRONIC,20130328,2013-03-28,8-K,break collapse cut deter lapse lie miss,hidden,able effective satisfy win
