,ticker,date,neg_text,uncert_text,pos_text,an_count,an_buy,an_hold,an_sell,an_rating,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0,period
50,ea,2016-06-28,against break collapse cut deter fined ill lapse late lie miss termination violate violated,hidden may,able accomplish accomplishment accomplishments achieve achievement attain attainment gain gains satisfy win,24.0,19.0,5.0,0.0,4.583,1,1,1,1,0,1,1,0,0,34.0
51,ea,2016-08-01,absence abuse adverse adversely against artificially bankrupt bankruptcy breach break broken cancel canceled cancellation cancelled caution cease ceased ceases ceasing closed closing collapse complain complaint complaints conflict contrary cut damage damages defect defer delay delays depress depressed deter detriment diminution disciplinary disclose disclosed discontinuation discontinue dishonest dishonesty disinterested dismiss dismissal dismissed dispose dispute disqualify dissolution doubt easing embezzle embezzlement erred fail failed fails failure fined force forced forego forfeit forfeited forfeiture fraud gratuitous gratuitously ill illegal impair impairment impermissible impossible inability incapable incident inconsistency inconsistent ineligible interfere invalid invalidity involuntary lapse lapsed late laundering layoff lie limitation limitations liquidation litigating litigation lose loses losing lying misconduct miss missed mistake mistaken omission omit omitted penalties plea plead pleas pled poses posing preclude pressing purport purported question questions quit refusal refuse refuses refusing resign resignation restate restated restatement restructuring revocation revoke revoked revokes sever severe severed slow sue sued sues suspend suspended suspending suspension taint terminate terminated terminates terminating termination terminations uncollected unemployment unfair unfairly unfunded unlawful unpaid violate violated violation worthless,alteration ambiguous appear assume assumed assumes assuming assumption assumptions believe believes could depend dependent depending differ doubt fluctuation fluctuations hidden indeterminable may pending possible possibly predict predicted revise revised risk uncertain unknown unusual vary,able accomplish accomplished achieve achieved achievement assure attain attainment beneficial benefit conclusive confident desirable effective enable enhance exclusive favorable gain gained gains good great greater improve improvement improvements innovation invent invention opportunity satisfaction satisfactory satisfied satisfy satisfying stable strong succeed succeeding success surpass surpassed win,23.0,18.0,5.0,0.0,4.565,1,1,1,0,0,0,0,0,0,1.0
52,ea,2016-08-02,against break closing collapse conciliation critical critically cut decline defer deter disclose erred ill impair impairment lapse late lie limitation limitations lose losing loss losses miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified variance,able acclaimed benefit breakthrough effective enable enabled gain gains good great greater innovation leading outperform satisfy success superior win,23.0,18.0,5.0,0.0,4.565,1,1,1,1,1,1,1,0,0,27.0
53,ea,2016-08-29,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,23.0,18.0,5.0,0.0,4.565,1,1,1,0,0,0,0,0,0,64.0
54,ea,2016-11-01,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could differ hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties variance,able acclaimed benefit better breakthrough effective enable enabled excellent fantastic gain gains good highest outperform satisfy strength strong win,23.0,17.0,6.0,0.0,4.478,0,1,1,1,1,0,1,0,0,8.0
55,ea,2016-11-09,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,23.0,17.0,6.0,0.0,4.478,0,0,0,1,0,1,0,0,0,13.0
56,ea,2016-11-22,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,23.0,17.0,6.0,0.0,4.478,0,1,1,1,1,1,1,0,0,70.0
57,ea,2017-01-31,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could differ hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties variance,able acclaimed benefit best effective enable enabled exciting gain gains good innovation satisfy strength win,23.0,17.0,6.0,0.0,4.478,0,0,0,1,1,1,1,0,0,28.0
58,ea,2017-02-28,break collapse cut ill lapse late lie miss quit,almost believe could hidden nearly,able best dream effective excitement exciting fantastic great honor honored incredible leadership opportunity satisfy win,23.0,17.0,6.0,0.0,4.478,0,1,1,1,1,1,1,1,1,70.0
59,ea,2017-05-09,against break breaking collapse critical critically cut defer disclose discontinue discontinued easing erred fined ill lapse late lie lose loss losses miss plea pleas poses quit sever sue sued suspend suspended taint tense,anticipate anticipated approximate approximately assume assumes believe believes could depend differ fluctuation fluctuations hidden intangible intangibles may predict preliminary risk risks tending uncertain uncertainties variance,able acclaimed benefit effective enable enabled enabling gain gains good innovating opportunities profitability satisfy success win,25.0,18.0,7.0,0.0,4.44,1,1,1,1,1,1,1,1,1,7.0
60,ea,2017-05-16,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,25.0,18.0,7.0,0.0,4.44,1,0,0,0,0,1,0,0,0,6.0
61,ea,2017-05-22,absence adverse adversely against allege alleged bad bankrupt bankruptcy breach break cancel canceled cancelled closing collapse concern conflict contend contrary convict conviction crime cut damage damages defer deter diminution dishonest dishonesty dispose dispute dissolution embezzle embezzlement erred fail fails failure felony fined force forego forfeit forfeited fraud ill incapacity indict indictment invalid invalidity lapse late lie limitation liquidate liquidates liquidation litigating litigation losing lying misappropriation misconduct miss negative negligence plea pled poses preclude purport purported quit refusal refuse refusing resign resignation restate restated restatement revocation sever sue sued sues suing suspend suspended taint terminate terminated termination terminations threat threaten threatened violate violation,ambiguous approximation approximations assume assuming assumption assumptions believe believes depend dependent differ hidden may pending possible predict predicted unknown,able achieve achieved assure beneficial benefit conclusive effective exclusive gain gains good great greater highest satisfactory satisfied satisfy success win,24.0,17.0,7.0,0.0,4.417,1,1,1,0,0,0,0,1,1,9.0
62,ea,2017-05-31,break closed collapse cut disclose disclosed fined ill lapse lie lose lying miss quit,hidden may revise revised,able satisfy win,24.0,17.0,7.0,0.0,4.417,1,1,1,0,1,1,1,1,1,7.0
63,ea,2017-06-07,absence adverse adversely against allege alleged artificially bad bankrupt bankruptcy breach break cancel canceled cease ceases challenging closed closing collapse concern conflict contend contrary convict conviction crime cut damage damages defer depress depressed deter diminution disclose disclosed dishonest dishonesty dispose dispute dissolution downward embezzle embezzlement erred fail fails failure felony fined force forego forfeit forfeited fraud ill incapacity indict indictment invalid invalidity lapse late lie limitation liquidate liquidates liquidation litigating litigation lose losing lying misappropriation misconduct miss negative negligence plea pled poses preclude purport purported quit refusal refuse refusing resign resignation restate restated restatement revocation sever slow sue sued sues suing suspend suspended taint terminate terminated terminating termination terminations threat threaten threatened uncollected violate violation worthless,ambiguous anticipate anticipated appear approximation approximations assume assuming assumption assumptions believe believes could depend dependent differ hidden may pending possible predict predicted revise revised unknown,able accomplish achieve achieved achievement achievements assure attain attainment beneficial benefit conclusive effective enable enabled exceptional exclusive gain gained gains good great greater highest satisfactory satisfied satisfy success win winning,24.0,17.0,7.0,0.0,4.417,1,1,0,0,0,0,0,0,0,34.0
64,ea,2017-07-11,against break collapse cut deter fined ill lapse late lie lying miss termination violate violated,hidden may revise revised,able accomplish accomplishment accomplishments achieve achievement gain gains satisfy win,24.0,17.0,7.0,0.0,4.417,1,1,1,1,1,1,1,1,1,16.0
65,ea,2017-07-27,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses lying miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could differ fluctuation fluctuations hidden intangible intangibles may predict preliminary revise revised risk risks uncertain uncertainties variance,able acclaimed benefit effective enable enabled gain gains good great highest innovation profitability satisfy strong tremendous win,25.0,19.0,6.0,0.0,4.52,0,1,1,1,1,1,1,0,0,8.0
66,ea,2017-08-04,break collapse cut fined lapse lie lying miss,depend dependent hidden revise revised,able gain gains satisfy success win,25.0,19.0,6.0,0.0,4.52,0,0,0,1,0,1,0,0,0,3.0
67,ea,2017-08-07,break closed collapse cut disclose disclosed fined ill lapse lie lose lying miss quit,hidden may revise revised,able satisfy win,25.0,19.0,6.0,0.0,4.52,0,0,0,1,1,1,1,0,0,24.0
68,ea,2017-08-31,break closed collapse cut disclose disclosed fined ill lapse lie lose lying miss quit,hidden may revise revised,able satisfy win,24.0,18.0,6.0,0.0,4.5,0,0,0,1,0,1,0,0,0,18.0
69,ea,2017-09-18,break collapse cut fined lapse lie lying miss,hidden revise revised,able effective satisfy win,25.0,19.0,6.0,0.0,4.52,1,1,1,0,1,1,1,0,0,43.0
70,ea,2017-10-31,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses lying miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could depend differ fluctuation fluctuations hidden intangible intangibles may predict preliminary revise revised risk risks uncertain uncertainties variance,able acclaimed benefit dependable effective enable enabled gain gains good innovation satisfy stable strong win,28.0,22.0,6.0,0.0,4.5710000000000015,1,0,0,1,1,0,0,0,0,9.0
71,ea,2017-11-09,break closing closure collapse critical critically cut deter fined ill lapse late lie lose losing lying miss quit sever sue sued,contingent depend dependence dependent hidden may nearly revise revised variable,able acclaimed accomplish achieve achievement best creative effective excited exciting great incredible innovative leadership leading opportunities satisfy strength strengths success successful unmatched win,28.0,22.0,6.0,0.0,4.5710000000000015,0,0,1,0,1,0,1,0,0,8.0
72,ea,2017-11-17,break challenge challenges closed closure collapse concern concerns cut disclose disclosed fined ill lapse late lie lose lying miss overshadow overshadowing plea pleas question questions quit sever unfair,hidden may possible revise revised,able advantage advantages best enjoy great progress satisfy win,28.0,22.0,6.0,0.0,4.5710000000000015,0,0,0,1,0,1,0,0,0,4.0
73,ea,2017-11-21,break closed collapse cut disclose disclosed fined ill lapse lie lose lying miss quit,hidden may revise revised,able satisfy win,28.0,22.0,6.0,0.0,4.5710000000000015,1,0,0,0,0,0,0,0,0,13.0
74,ea,2017-12-04,break closed collapse cut disclose disclosed fined lapse lie lose lying miss,hidden revise revised,able satisfy win,28.0,22.0,6.0,0.0,4.5710000000000015,0,0,1,1,1,1,1,0,0,57.0
75,ea,2018-01-30,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses lying miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could depend differ fluctuation fluctuations hidden intangible intangibles may nearly predict preliminary revise revised risk risks uncertain uncertainties variance,able acclaimed benefit dependable effective enable enabled enables enjoy enjoyed excitement gain gains good highest satisfy win,30.0,23.0,7.0,0.0,4.533,1,1,1,0,1,0,1,0,0,72.0
76,ea,2018-04-12,break closure collapse cut disclose disrupt disruption easing fined ill lapse lie lose miss sever,believe hidden may nearly,able best better creative creativity enabling exceptional excited great greater incredible innovation innovations innovative leadership leading opportunities satisfy strong success win,29.0,22.0,7.0,0.0,4.5169999999999995,1,1,0,0,1,0,1,0,0,26.0
77,ea,2018-05-08,break collapse critical critically cut defer disclose discontinue discontinued erred fined ill lapse late lie lose loss losses lying miss plea pleas poses quit sever sue sued suspend suspended taint tense,anticipate anticipated approximate approximately assume assumes believe believes could depend differ fluctuation fluctuations hidden intangible intangibles may nearly predict preliminary revise revised risk risks uncertain uncertainties variance,able acclaimed benefit dependable effective enable enabled exciting favorite gain gains good leading opportunities satisfy stable strong success win,28.0,22.0,6.0,0.0,4.5710000000000015,0,1,1,0,0,0,1,0,0,10.0
78,ea,2018-05-18,absence adverse adversely against allege alleged artificially bad bankrupt bankruptcy breach breaching break cancel canceled cancellation cease ceases claims closing closure collapse complain complaint complaints concern conciliation conflict conflicts contend contrary controversies convict conviction crime cut damage damages decline defamation defamatory defect defer deficiencies delay delayed denial denied depress depressed deter difficult diminution disclaim disclose discontinue dishonest dishonesty dismiss dispose dispute disputed disputes dissolution distress downward duress easing embezzle embezzlement erred fail fails failure felony fined force forced forcing forego forfeit forfeited forfeiture fraud harass harassment harm ill illegal impracticable inadequate incapacity incomplete inconsistency inconsistent indict indictment ineligible inquiry interfere invalid invalidity investigation involuntarily irreparable lapse late lie limitation liquidate liquidated liquidates liquidation litigating litigation lose losing lying misappropriation misconduct miss negative negligence nondisclosure omit omitted overage penalties penalty plea pled poses preclude purport purported quit refusal refuse refusing resign resignation restate restated restatement restructuring retaliation revocation revoke revoked sever severe severed slow stress subpoena sue sued sues suing suspect suspected suspend suspended taint terminate terminated terminates terminating termination terminations testify threat threaten threatened unable uncollected undue unfair unfunded unpaid unsuspected violate violated violating violation worthless wrong wrongful,ambiguous appear approximation approximations assume assumed assuming assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden may pending possible predict predicted revise risk unknown unusual variable vary,able accomplish achieve achieved achievement achievements assure attain attainment beneficial benefit conclusive confident desirable effective empower empowered exceptional exclusive gain gained gains good great greater highest improve improvement improvements innovation invent invention opportunity perfect resolve reward rewards satisfaction satisfactory satisfied satisfy satisfying success valuable win,29.0,23.0,6.0,0.0,4.586,1,1,1,0,1,0,1,0,0,6.0
79,ea,2018-05-24,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,29.0,23.0,6.0,0.0,4.586,0,0,1,0,0,1,0,0,0,6.0
80,ea,2018-05-30,break collapse cut ill lapse lie miss,hidden,able effective satisfy win,29.0,23.0,6.0,0.0,4.586,1,0,0,1,1,1,1,1,1,57.0
81,ea,2018-07-26,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses lying miss plea pleas poses quit restate restated sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could differ fluctuation fluctuations hidden intangible intangibles may predict preliminary revise revised risk risks uncertain uncertainties variance,able acclaimed benefit best effective enable enabled gain gains good great satisfy strong win,30.0,24.0,6.0,0.0,4.6,0,0,0,0,0,1,1,0,0,8.0
82,ea,2018-08-03,against break closed collapse cut deter disclose disclosed fined forego ill lapse late lie lose miss purport quit termination violate violated,depend dependence dependent differ hidden may,able achieve achievement attain attainment effective gain gains satisfy success win,30.0,25.0,5.0,0.0,4.667,1,1,0,1,0,1,0,0,0,11.0
83,ea,2018-08-14,break collapse cut disrupt ill lapse late lie miss,hidden nearly,able best creative creativity effective gain great impress impressive innovation leadership leading satisfy strong stronger win,30.0,25.0,5.0,0.0,4.667,1,0,0,1,1,0,0,0,0,16.0
84,ea,2018-08-30,break collapse critical critically cut ill lapse lie miss plea pleas poses sue sued taint tense,anticipate anticipated approximate approximately believe believes could differ fluctuation fluctuations hidden may possible predict preliminary revise revised risk risks uncertain uncertainties,able acclaimed benefit best effective enable excitement great honor honored satisfy strong valuable win,30.0,25.0,5.0,0.0,4.667,0,0,0,0,0,1,1,0,0,8.0
85,ea,2018-09-07,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,30.0,24.0,6.0,0.0,4.6,1,1,0,0,0,0,0,0,0,53.0
86,ea,2018-10-30,break critical critically cut defer disclose erred fined ill late lie lose loss losses lying miss negative plea pleas poses quit restate restated sue sued,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ fluctuation fluctuations intangible intangibles may nearly predict preliminary revise revised variance,able acclaimed benefit best breakthrough effective enable enabled excited gain gains good highest incredibly innovative pleased satisfy strong win,31.0,25.0,6.0,0.0,4.613,1,0,0,0,0,0,0,0,0,91.0
87,ea,2019-01-29,break closed cut disclose disclosed fined ill inconvenience lie lose lying miss,probabilities revise revised,able effective satisfy transparency win,32.0,23.0,9.0,0.0,4.438,0,0,1,0,1,1,1,0,0,7.0
