,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
34,0000796343-19-000024,ADOBE,20190128,2019-01-28,8-K,absence abuse adverse adversely against breach break cancel canceled cancellation cancelled cease ceased claiming clawback closed closing closure collapse complain complaint complaints concern conflict contrary cut damage damages deceased defer delay delayed delist delisted deter difficult difficulties disciplinary disclose disclosed discontinue dismiss dismissal dispose dispute disputes disregard disregarding doubt downward erred fail fails failure fined fines force forego forfeit forfeited forfeiture gratuitous gratuitously harm ill illegal impair impairment impossible inability incident inconsistent infringing interfere invalid invalidity lapse late layoff lie limitation limitations lose losing loss lying miss mistake mistaken negative penalties plea plead pled poses posing problem problematic purport question questions quit refusal refuse refusing resign resignation resigned revoke revoked sever sue sued suspend suspended suspending taint terminate terminated terminates termination terminations unfunded unpredictable violate violation,ambiguities ambiguous anticipate anticipates approximate approximately assume assumed assumption assumptions clarification could depend dependent differ doubt fluctuation hidden indeterminable may might ordinarily pending possible possibly predict predicted revise revised risk uncertain unknown unpredictable,able accomplish achieve achieved achievement achieves achieving assure attain attained attainment benefit conclusive confident constructive desirable effective enhance exceptional exclusive favorable gain gains good great greater greatest opportunity positive reward satisfaction satisfactory satisfied satisfy satisfying stable strong success surpass surpassed win
35,0000796343-15-000077,ADOBE,20150317,2015-03-17,8-K,against break closure collapse conciliation cut decline declines defer delay delays deter doubt doubtful erred fail failure ill interrupt interruption interruptions lapse late lie limitation limitations litigation lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes contingencies contingency could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might probable risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective encouraged excited gain gains great greater innovation innovative profitability satisfy strength strong success successful successfully transparency win
36,0000796343-13-000040,ADOBE,20130618,2013-06-18,8-K,break closure collapse conciliation cut decline declines defer deter difficult difficulty doubt doubtful erred fail failure ill lapse late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated assume assumed assumes believe believes could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better creative effective encouraged gain gains great greater leadership leading profitability revolutionizing satisfy strong success successful successfully transparency win
37,0001104659-11-047715,ADOBE,20110818,2011-08-18,8-K,break collapse cut lapse lie miss resign resignation sue,,able effective opportunities satisfy win
38,0001104659-10-063553,ADOBE,20101220,2010-12-20,8-K,absence adverse adversely breach breaches break cancel canceled cancellation catastrophic cease ceased ceases ceasing closing closure collapse concern conciliation conflict convict conviction cut damage damages deceased decline declines defer delay delayed delays deter deterioration difficult difficulty diminution dishonest dishonesty dispose dispute disputes disregard disregarding disrupt disruption doubt doubtful easing erred fail fails failure felony fined force forego forfeit forfeiture fraud ill impair impairment impermissible improper inability incomplete inconsistent infringe interfere interrupt interruption interruptions lack lapse late lie limitation limitations litigating litigation lose losing loss losses lying malfeasance miss pled poses preclude question questions quit refusal refuse refusing resign resignation restructuring revoke revoked sever sue sued suspend suspended taint terminate terminated terminates termination terminations unable unauthorized unfunded violation vulnerabilities,ambiguous anticipate anticipated apparent approximate approximately assume assumed believe believes clarification could differ doubt doubtful fluctuation fluctuations intangible intangibles may might possible predict predicted revise revised risk risks suggest uncertain uncertainties uncertainty unknown,able achieve achieved achievement attain attained benefit better conclusive confident desirable effective empower empowered encouraged enhance enhancement enhancements exclusive favorable gain gains good great greater greatest opportunities opportunity profitability satisfaction satisfactory satisfied satisfy strong success successful successfully transparency win
39,0001104659-08-074443,ADOBE,20081203,2008-12-03,8-K,adverse break cancel cancellation catastrophic closure collapse conciliation crisis cut decline declines defer delay delays deter deterioration difficult difficulty disclose dispute disputes disrupt disruption erred fail failure force ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring sever shortfall sue sued taint termination terminations unanticipated weak weaker,anticipate anticipated approximate approximately assume assumed believe believes could differ fluctuation fluctuations intangible intangibles may might predict predicting preliminary revise revised risk risks suggest uncertain uncertainties,able achieve benefit better effective encouraged favorable gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy success successful successfully transparency win
40,0001104659-10-034962,ADOBE,20100622,2010-06-22,8-K,adverse breach breaches break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful downturn erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective encouraged enhance enhancement enhancements gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong success successful successfully transparency win
41,0001104659-12-047044,ADOBE,20120629,2012-06-29,8-K,break closure closures collapse cut deter forego ill lack lapse late lie miss,,able satisfy win
42,0000796343-19-000008,ADOBE,20190124,2019-01-24,8-K,break closing collapse cut defer erred fined ill lapse late lie losing lying miss quit sever sue sued sues terminate,hidden may revise revised,able effective empower innovation leadership prestigious satisfy smooth strong stronger success tremendous valuable win
43,0000796343-12-000016,ADOBE,20120619,2012-06-19,8-K,adverse against breach breaches break catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful easing erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sever sue sued sues taint termination unauthorized vulnerabilities weak weaker,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able benefit better creative effective enable enables encouraged enhance enhancement enhancements favorable gain gains good great greater leadership profitability satisfy strong success successful successfully transparency win
44,0000796343-18-000072,ADOBE,20180405,2018-04-05,8-K,break closure collapse cut defer erred fined ill lapse lie lying miss overage quit sever sue sued,assume hidden revise revised,able benefit charitable effective excited ideal leadership leading profitability satisfy strong success win
45,0001104659-09-060298,ADOBE,20091026,2009-10-26,8-K,break cancel cancelled cease ceased collapse cut forego ill lack lapse late lie miss purport quit sue sued terminate,approximate approximately,able accomplish satisfy success successful win
46,0000796343-13-000053,ADOBE,20130917,2013-09-17,8-K,break closure collapse conciliation critical cut decline declines defer deter difficult difficulty doubt doubtful erred fail failure ill lapse late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective encouraged gain gains great greater leadership profitability satisfy strong stronger success successful successfully transparency win
47,0000796343-12-000026,ADOBE,20120919,2012-09-19,8-K,against break closure collapse conciliation cut decline declines defer deter difficult difficulty doubt doubtful erred fail failure ill lapse late lie limitation limitations lose loss losses miss negative negatively oppose opposed plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved achievement benefit better effective enable enabled encouraged gain gains great greater profitability satisfy success successful successfully transparency win
48,0000796343-14-000038,ADOBE,20140617,2014-06-17,8-K,break closure collapse conciliation cut decline declines defer deter doubt doubtful erred fail failure ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes contingencies contingency could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might probable risk risks suggest uncertain uncertainties uncertainty vary,able achieve achieved benefit better effective encouraged excited gain gains great greater leading profitability satisfy strength strong success successful successfully transparency win
49,0000796343-18-000057,ADOBE,20180315,2018-03-15,8-K,break closure collapse conciliation cut decline declines defer delay delays deter doubt doubtful erred fail failure fined ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes could differ doubt doubtful fluctuate fluctuation fluctuations hidden intangible intangibles may might predict revise revised risk risks suggest uncertain uncertainties uncertainty,able achieve achieved achieving benefit better creative effective enabling encouraged gain gains great greater innovation leadership profitability satisfy transparency win
50,0000796343-18-000123,ADOBE,20180614,2018-06-14,8-K,against break closure collapse conciliation cut decline declines defer delay delays deter doubt doubtful erred fail failure fined ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes could differ doubt doubtful fluctuate fluctuation fluctuations hidden intangible intangibles may might predict predictive revise revised risk risks suggest uncertain uncertainties uncertainty,able achieve achieved achieving benefit better effective enable encouraged gain gains great greater opportunity profitability satisfy strong transparency win
51,0000796343-12-000033,ADOBE,20121213,2012-12-13,8-K,against break closure collapse conciliation cut decline declines defer deter difficult difficulty doubt doubtful erred fail failure ill lapse late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might predict predicted predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better confident effective encouraged favorable gain gains great greater innovate innovation profitability satisfy strong stronger success successful successfully transparency win
52,0001104659-10-000161,ADOBE,20100104,2010-01-04,8-K,adverse against bad break cancel cancellation cancellations cancelled cancels closed closing closure closures collapse conciliation cut damage default defer deficit deter disclose disclosed doubt doubtful erred expose exposed fail failed fails fault fined fines force forfeit forfeited forfeiture forfeitures ill impair impaired impairment impairments incomplete infringe interrupt interruption lack lapse lapses late lie limitation limitations liquidate liquidated liquidation litigation lose losing loss losses lying miss misstate misstatement penalties poses preclude prevents quit reparation restructuring sever standstill sue sued sues taint terminate terminated terminates termination terminations threat threaten threatened undelivered unfavorable unpaid unpredictable volatility vulnerable,anticipate anticipated anticipates approximate approximated approximately approximates assume assumed assuming assumption assumptions believe believes contingencies could depend dependent depending differ doubt doubtful exposure fluctuation fluctuations intangible intangibles likelihood may pending predict preliminary probable reassess risk risks uncertain uncertainties uncertainty unobservable unpredictable variable volatilities volatility,able achieve achieved achievement achieves achieving assure assured benefit effective enhance favorable gain gains good great greater greatest highest improve improvement improvements leading loyal satisfy success successful win
53,0000796343-15-000095,ADOBE,20150410,2015-04-10,8-K,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing clawback closing collapse concern contrary cut decline defect defend defer delay delayed deter discontinue discontinued dispose divest divested divestiture divestitures easing encumbrance erred fail fails failure fined force forego forfeit forfeited forfeiture ill inability incomplete inconsistency inconsistent intentional interfere interrupt interruption involuntary lapse lapsed lapsing late lie limitation limitations liquidate liquidated liquidation losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit restate restated restructuring sever sue sued suing terminate terminated terminates termination terminations unfunded violate violation,ambiguity anticipate anticipated anticipation apparent assume assumed assuming assumption clarification contingent could depend dependent differ hidden intangible intangibles may might possible revise revised unusual vary,able achieve achieved achievement attain attained attainment beneficial benefit conclusive desirable effective exclusive gain gains good great greater greatest improve improvement opportunity positive profitability reward satisfaction satisfied satisfy success win
54,0001104659-08-058994,ADOBE,20080916,2008-09-16,8-K,adverse against break cancel cancellation catastrophic closure collapse conciliation cut defer delay delays deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lag lags lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring sue sued taint termination terminations unanticipated,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged exceptional exceptionally gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong success successful successfully transparency win
55,0001104659-11-035822,ADOBE,20110621,2011-06-21,8-K,adverse against breach breaches break catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sever sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective enabling encouraged enhance enhancement enhancements favorable gain gains good great greater opportunities profitability satisfy strong success successful successfully transparency win
56,0000796343-13-000061,ADOBE,20131212,2013-12-12,8-K,break closure collapse conciliation cut decline declines defer deter difficult difficulty doubt doubtful erred fail failure fined ill lapse late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty vary,able achieve achieved benefit better effective enable enabling encouraged gain gains great greater leading profitability satisfy strong stronger success successful successfully transparency win
57,0000796343-14-000007,ADOBE,20140129,2014-01-29,8-K,absence adverse adversely against breach break cancel canceled cease ceased claiming clawback closing closure collapse conflict contrary cut damage damages deceased defer delay delayed delist delisted deter dismiss dismissal dispose dispute disputes disregard disregarding doubt downward erred fail fails failure fined force forego forfeit forfeited forfeiture harm ill impair impairment inability interfere invalid invalidity jeopardize lapse late lie limitation limitations litigating litigation losing lying miss negative pled poses problem problematic purport quit refusal refuse refusing resign resignation restate restated revoke revoked sever sue sued suspend suspended taint terminate terminated terminates termination terminations unfunded violate violation,ambiguities ambiguous anticipate anticipates approximate approximately assume assumed could differ doubt fluctuation hidden indeterminable may might possible predict predicted revise revised risk unknown,able accomplish achieve achieved achievement achieves achieving assure attain attained attainment benefit conclusive constructive desirable effective enhance exclusive gain gains good great greater greatest improve improvement opportunity positive reward satisfaction satisfactory satisfied satisfy strong success win
58,0001104659-09-070085,ADOBE,20091215,2009-12-15,8-K,adverse breach breaches break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful downturn erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring sever sue sued taint termination terminations unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective encouraged enhance enhancement enhancements gain gains good great greater improve improvement improves opportunities profitability revolutionize revolutionizes satisfy success successful successfully transparency win
59,0000796343-19-000004,ADOBE,20190114,2019-01-14,8-K,absence absences against bad break cancel cancelled clawback closed closing closure closures collapse cut defer deficit deter dispose doubt doubtful erred error expose exposed fail fails fined fines forfeit forfeited forfeiture forfeitures fraud ill impair impairment incomplete infringe insufficient lack lapse lapses late lie limitation limitations liquidation lose losing loss losses lying miss misstate misstatement overage penalties poses pressing purport question questions quit reparation restructuring sever sue sued sues taint termination terminations threat threaten threatened unable unanticipated uncollectible undelivered unnecessary unpaid unpredictable volatility,anticipate anticipated appear appearing approximate approximately assume assumed assumes assuming assumption assumptions believe believed believes contingencies contingent could depend dependent depending depends differ doubt doubtful exposure hidden intangible intangibles likelihood may pending possible predict preliminary probability probable revise revised risk risks uncertain uncertainties unobservable unpredictable vary volatilities volatility,able achieve achieved assure assured benefit best effective enable enables enhance enhancement enhancements gain gains good great greater highest improve improvement improvements leading progress satisfied satisfy strength strengthen success win
60,0001104659-09-018259,ADOBE,20090317,2009-03-17,8-K,adverse break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss plea pleas poses quit restructuring sue sued taint termination terminations unanticipated,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged gain gains good great greater innovation opportunities pleased profitability revolutionize revolutionizes satisfy success successful successfully transparency win
61,0001104659-10-002956,ADOBE,20100126,2010-01-26,8-K,adverse adversely arrears bankrupt bankruptcy breach breached break cease ceases collapse conflict contrary cut default defaults defect deter dissolution downgrade erred fail fails fault faults fined force forego ill inconsistency inconsistent insolvency investigation lack lapse late lie limitation limitations liquidation lose miss omission overdue poses quit sever solvency sue sued sues unpaid,ambiguity appear appears assuming may pending possible preliminary,able beneficial better enable exclusive great greater highest satisfaction satisfy success win
62,0000796343-17-000151,ADOBE,20170919,2017-09-19,8-K,break closure collapse conciliation critical cut decline declines defer delay delays deter doubt doubtful erred fail failure ill imperative interrupt interruption interruptions lapse late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination unpredictable,anticipate anticipated approximate approximately assume assumed assumes believe believes could differ doubt doubtful fluctuate fluctuation fluctuations hidden intangible intangibles may might predict risk risks suggest uncertain uncertainties uncertainty unpredictable,able achieve achieved benefit better effective encouraged gain gains great greater profitability satisfy strong success successful successfully transparency win
63,0001104659-09-064037,ADOBE,20091110,2009-11-10,8-K,break collapse cut force ill lack lapse late lie miss restructuring sever,approximate approximately assume assumed,able satisfy win
64,0001104659-11-062200,ADOBE,20111108,2011-11-08,8-K,adverse breach breaches break catastrophic closure collapse conciliation critical cut defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption easing erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie litigation lose loses loss losses miss poses restructuring sever sue sued taint unable unauthorized vulnerabilities,anticipate anticipated anticipates approximate approximately believe believes could differ fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest tending uncertain uncertainties uncertainty,able achieve benefit better effective empower enable enabling encouraged enhance enhancement enhancements gain gains good great greater innovation leadership opportunities opportunity satisfy success successful successfully win
65,0000796343-18-000119,ADOBE,20180521,2018-05-21,8-K,break closure collapse cut fined force ill lapse late lie lying miss sue sued taint,could differ hidden may revise revised risk risks uncertain uncertainties,able satisfy strong win
66,0000796343-16-000276,ADOBE,20160317,2016-03-17,8-K,break closure collapse conciliation cut decline declines defer delay delays deter doubt doubtful easing erred fail failure ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination unoccupied,anticipate anticipated approximate approximately assume assumed assumes believe believes could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective encouraged exceptional gain gains great greater innovation pleased profitability satisfy strong success successful successfully transparency win
67,0001104659-11-002050,ADOBE,20110119,2011-01-19,8-K,break collapse cut disagree disagreement ill lack lapse lie miss,,able satisfy win
68,0000796343-17-000026,ADOBE,20170117,2017-01-17,8-K,break closure collapse cut ill lapse late lie miss sue sued taint,could differ hidden may risk risks uncertain uncertainties,able best satisfy strong win
69,0001104659-15-004448,ADOBE,20150126,2015-01-26,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach breached break bribe bribery calamity caution cautionary cautioned cease ceases claims closed closing closure collapse concern conflict contrary corrupt corruption crisis culpability cut damage damages default defaulting defaults defect deter disclaim disclaimer disclose disclosed dispose disregard disregarded dissolution downgrade downgrading encumbrance erred fail failed fails failure failures fault faults fined force forced forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill impair impracticable improper inadvisable inappropriate incident inconsistency inconsistent ineligible infringe infringement injunction inquiry insolvency insufficient investigation investigations kickback knowingly lack lapse late laundering lie limitation limitations liquidation lose losing loss losses lying manipulation mislead misleading misrepresent misrepresentation miss moratorium objection offence omission omissions omit omits omitted overdue plaintiff plea plead pleaded pleas poses postpone prejudice prejudiced preventing quit refusal reparation revocation sever solvency sue sued sues suspend suspended suspending suspension taint terminate terminated termination threat threaten threatened threatening unable unavailability unavailable unlawful unpaid violate violated violation weak weakness weaknesses,ambiguity appear appearing appears approximate approximately assume assumed assuming assumption assumptions believe conditional could depend dependent differ differing exposure indeterminate may pending possible preliminary risk risks sometime sometimes uncertain uncertainties,able beneficial benefit best better confident effective enable exclusive gain gains good great greater highest leading opportunity positive satisfaction satisfactory satisfied satisfies satisfy stabilization success win
70,0001104659-08-040138,ADOBE,20080616,2008-06-16,8-K,adverse against break cancel cancellation catastrophic closed closure collapse conciliation cut defer delay delays deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring sue sued taint termination terminations unanticipated,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong success successful successfully transparency win
71,0000796343-16-000249,ADOBE,20160129,2016-01-29,8-K,absence abuse adverse adversely against breach break cancel canceled cease ceased claiming clawback closed closing closure collapse conflict contrary cut damage damages deceased defect defer delay delayed delist delisted deter discontinuation discontinue discontinued dismiss dismissal dispose dispute disputes disregard disregarded disregarding divest divested divestiture divestitures doubt downward easing erred fail fails failure fined force forego forfeit forfeited forfeiture ill impair impairment inability incomplete inconsistency inconsistent interfere invalid invalidity jeopardize lapse late lie limitation limitations liquidation lose losing loss losses lying miss negative omit omitted pled poses problem problematic purport quit refusal refuse refusing resign resignation restate restated restructuring revoke revoked sever sue sued suspend suspended suspension taint terminate terminated terminates termination terminations uncollected unfunded violate violation,alteration ambiguities ambiguous anticipate anticipates anticipation approximate approximately assume assumed clarification could depend dependent depending differ doubt fluctuation hidden indeterminable intangible intangibles may might pending possible possibly predict predicted revise revised uncertain unknown unusual,able accomplish achieve achieved achievement achieves achieving assure attain attained attainment benefit best conclusive constructive desirable effective enhance exclusive gain gains good great greater greatest improve improvement opportunity positive reward satisfaction satisfactory satisfied satisfy strong success win
72,0001104659-09-038372,ADOBE,20090616,2009-06-16,8-K,adverse break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss plea pleas poses quit restructuring sue sued taint termination terminations unanticipated unauthorized,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged gain gains good great greater improve improves opportunities pleased profitability revolutionize revolutionizes satisfy success successful successfully transparency win
73,0000796343-16-000261,ADOBE,20160226,2016-02-26,8-K,break collapse cut ill lapse lie miss,hidden,able effective satisfy win
74,0000796343-14-000112,ADOBE,20141211,2014-12-11,8-K,accident adverse against alienation allege alleged bad barred breach break cancel canceled cancellation cease ceases challenging claims closed closure coerce coerced collapse concern conciliation contesting contrary controversy convict conviction corrected correction cut decline declines defer delay delayed delays denial denied denies deter detriment detrimental dishonest dishonesty disputing distract distraction disturb disturbing doubt doubtful encumber encumbered erred fail failure falsification felony fined force forcing forego forfeit forfeited guilty harm ill impair impairment improper incapacity intentional interrupt interruption interruptions invalid invalidity involuntary irregular lapse late lie limitation limitations liquidate liquidated liquidation litigation lose loss losses lying malfeasance misconduct miss negligence omission omissions omit omitted overage plea pleas pled poses question questions quit resign resignation restate restates restructuring revocation revoke revoked sever sue sued sues suspect taint terminate terminated termination unable unemployment unpaid unwilling violating wrong wrongdoing,alteration ambiguities anticipate anticipated anticipation approximate approximately assume assumed assumes assumption believe believes contingencies contingency could depend dependent differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might possible presume presumed probable risk risks suggest uncertain uncertainties uncertainty vary,able achieve achieved assure beneficial benefit best better conclusive confident creative desirable effective enable encouraged enjoy enjoyed favorable gain gains good great greater greatest highest invent invention inventions leading opportunity perfect profitability satisfactory satisfies satisfy strength strong succeed succeeds success successful successfully transparency vibrant win
75,0000796343-17-000068,ADOBE,20170215,2017-02-15,8-K,break closure collapse cut defer erred ill lapse lie miss overage quit sue sued terminate terminates,hidden,able benefit charitable effective satisfy win
76,0000796343-15-000142,ADOBE,20150616,2015-06-16,8-K,against break closure collapse conciliation cut decline declines defer delay delays deter doubt doubtful erred fail failure ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes contingencies could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit best better effective encouraged gain gains great greater innovation positive profitability satisfy strength success successful successfully transparency win
77,0001104659-08-076758,ADOBE,20081216,2008-12-16,8-K,adverse break cancel cancellation catastrophic challenging closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit recession restructuring sue sued taint termination terminations unanticipated,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting preliminary revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better confident effective enable enabled encouraged excited gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong stronger success successful successfully transparency win
78,0001104659-12-082162,ADOBE,20121205,2012-12-05,8-K,against breach breaches break cease ceases closed closing closure collapse concern contested contrary controversy cut damage damages decline defeat delay delist delisted deny deter disclose disclosed disparage disparaged dispute disqualification dissolution doubt easing erred fail fails failure fined force forego ill illegal illegality impede inconsistent injunction injunctions irreparable knowingly lack lapse late lie limitation liquidation lose losing lying miss opposition plea pleas pled poses postpone postponement postponements preclude question quit reject reparation resign resignation resigns sever sue sued terminate terminated terminates termination unsatisfied,ambiguities approximate approximately depend dependence dependent doubt may pending,able adequately beneficial beneficially benefit best confident effective exciting exclusive exclusively gain gains good leadership pleased satisfied satisfies satisfy satisfying strong success valuable win
79,0001104659-09-054609,ADOBE,20090915,2009-09-15,8-K,adverse break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss plea pleas poses quit restructuring sue sued taint termination terminations unauthorized,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged gain gains good great greater opportunities pleased profitability revolutionize revolutionizes satisfy success successful successfully transparency win
