,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
48,0001086222-18-000104,AKAMAI,20180515,2018-05-15,8-K,absence acquiesce adverse against allegation allegations allege alleged arrears bankrupt bankruptcy breach break breakage bribe bribery bridge cancel cancellation caution cautionary cease ceased ceases challenge claiming claims closed closing closure collapse concern conflict conflicting contested contrary corrupt corruption counterclaim critical curtail curtailment curtailments cut damage damages danger default defaults defect defer delay delayed delinquent denied deter detract disadvantage disadvantageous disavow disclose disclosed discontinuance discontinue discontinued dismiss dismissed dispose dispute disputes disregard disregarding disrupt disruption dissolution disturb disturbance doubt easing embargo embargoes encumber encumbering encumbrance encumbrances endanger endangered erred erring error exculpatory expose exposes fail failed fails failure fault faults fined fines force forced forego forfeit forfeiture fraud fraudulent harm hazard hazardous ill illegal illegality impair impairment impossibility impossible inability inaccuracy inaccurate inaction incident inconsistency inconvenient incorrect indefeasible ineffective infringe infringement infringements injunction injunctions insolvency insolvent insufficient intentional interfere interfering interrupt interruption invalid invalidate invalidity investigation investigations involuntary knowingly lack lacks lapse lapsed late laundering lie limitation limitations liquidate liquidated liquidation liquidator litigation lose losing loss losses lying malpractice misconduct mislead misleading miss missed misstate misstatement mistake moratorium negative negligence nonpayment objection obsolete omission omit omits omitted onerous oppose opposed overage overdue penalties penalty pled poses posing postpone preclude prejudice protest punitive purport purporting quit refusal refuse reject reparation repudiate resign resignation restate restated restatement restatements restructuring revoke revoked sever solvency subpoena sue sued sues suffer suffered suing terminate terminated terminates termination threat threaten threatened trouble troubled unable unemployment unfunded unlawful unliquidated unpaid unreasonably unreimbursed unremedied unsatisfied violate violation,ambiguity anticipate anticipated appear appearing approximate approximately assume assumed assumes assumption assumptions believe believed believes believing clarification conditional conditionally contingent could depend dependent depending differ differs doubt exposure fluctuation fluctuations hidden intangible may might pending possibility possible precaution precautionary presume presumed revise revised risk risks speculation tending unknown unusual variation varies vary,able achieve achieved adequately advances advantage advantageous assure assured assuring beneficial beneficially benefit best compliment complimentary conclusive confident effective empower empowered enable enables exclusive favorable favorably gain gains good great greater greatest highest honor improve improved improvement improving invent inventor leading perfect perfected positive satisfaction satisfactory satisfied satisfies satisfy satisfying succeed succeeded succeeding success successful valuable win
49,0001193125-13-100241,AKAMAI,20130311,2013-03-11,8-K,break bridge challenging claims closure closures conciliation cut delay disclaim disclaims easing erred fail failure fines forego ill inability lack late lie limitation limitations loss losses miss plea pleas pled poses restructuring sue sued unable,anticipate anticipates believe believes differ intangible may revise revised unusual,able benefit better easily enable enabling gain gains great greater innovation leading satisfy unmatched win
50,0001086222-17-000207,AKAMAI,20170725,2017-07-25,8-K,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred fail failure fined force ill inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may nearly revise revised unusual varies vary varying,able benefit best easier enable enhance enhances exceptional gain gains great greater innovation profitability resolve satisfy superior unparalleled win
51,0001193125-08-239387,AKAMAI,20081119,2008-11-19,8-K,break bridge cut disclaim force ill late lie loss miss restructuring sever taint,anticipate anticipated anticipates approximate approximately assumption assumptions differ may risk risks uncertain uncertainties,able satisfy win
52,0001086222-18-000058,AKAMAI,20180308,2018-03-08,8-K,break bridge closure collapse conciliation cut delay difficult divest divestiture fail failure fined ill inability investigation lack lapse late lie lose loses loss losses lying mislead misleading miss plea pleas poses restructuring sever standstill sue sued threat unpredictability unpredictable unreasonable,approximate approximately believe could depend dependent differ fluctuate hidden imprecise intangible may predict predictability revise revised unpredictability unpredictable unusual,able achieve achievement achieving best collaborative confident easier efficiencies efficiency enable excellence exceptional excited gain gains highest improve improvement innovation leadership leading opportunities pleased progress satisfy strong success successful superior unparalleled valuable win
53,0001086222-18-000070,AKAMAI,20180406,2018-04-06,8-K,break bridge closure collapse cut fined ill lapse lie lying miss,hidden revise revised,able effective satisfy win
54,0001086222-18-000082,AKAMAI,20180430,2018-04-30,8-K,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture doubt doubtful easing erred fail failure fined force ill inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit reassign reassigned restate restated restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs doubt doubtful fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able benefit best easier efficiency enable enhance enhances exceptional gain gains great greater improve improvement improvements innovation pleased profitability satisfy superior unparalleled win
55,0001266432-13-000062,AKAMAI,20130520,2013-05-20,8-K,absence absenteeism adverse adversely against bad break bridge cancel canceled cancelled claiming collapse concern contrary corrected correction crime cut defer deter discontinue discontinued dismiss dissolution doubt downward downwards easing encumber encumbered erred excessive fail failure fined forego forfeit forfeited forfeiture fraud gratuitous hardship harm ill inconsistencies inconsistent lapse lapsing late lie limitation limitations liquidation lose loss losses lying misconduct miss omission omissions pled poses quit rationalization refusal restructuring serious sue sued susceptible suspend suspended terminate terminated termination terminations unfulfilled violation violations writedown,ambiguities assume assumed assumption conditional depend dependent differ doubt fluctuation fluctuations hidden may vary,able achieve achievement attain attainment beneficial beneficially benefit desirable effective enhancing gain gains good improve improvement opportunities satisfaction satisfactory satisfied satisfy satisfying succeed succeeding success win worthy
56,0001266432-14-000039,AKAMAI,20140212,2014-02-12,8-K,break bridge collapse cut ill lapse lie miss sue sued,hidden,able satisfy win
57,0001266432-14-000038,AKAMAI,20140211,2014-02-11,8-K,against break bridge closing collapse corrected cut deter forego ill lapse late lie losing miss mistake mistaken mistakenly quit restate restated restates sue sued,could fluctuation fluctuations hidden,able achieve achievement effective gain gains satisfy win
58,0001086222-17-000182,AKAMAI,20170522,2017-05-22,8-K,absence absenteeism adverse adversely against bad break bridge cancel canceled cancelled claiming collapse concern contrary corrected correction crime cut defer deter discontinue discontinued dismiss dissolution doubt downward downwards easing encumber encumbered erred excessive fail failure fined force forego forfeit forfeited forfeiture fraud gratuitous hardship harm ill inconsistencies inconsistent lapse lapsed lapsing late lie limitation limitations liquidation lose loss losses lying misconduct miss omission omissions pled poses quit rationalization refusal restructuring serious sue sued susceptible suspend suspended terminate terminated termination terminations unfulfilled violation violations writedown,ambiguities assume assumed assumption conditional depend dependent differ doubt fluctuation fluctuations hidden may revise revised vary,able achieve achievement attain attainment beneficial beneficially benefit desirable effective enhancing gain gains good improve improvement opportunities satisfaction satisfactory satisfied satisfy satisfying succeed succeeding success win worthy
59,0001193125-08-215271,AKAMAI,20081023,2008-10-23,8-K,adverse breach break bridge cancel cancelled closing closure costly critical cut defer delay deter discourage erred fines ill inability inefficiency late lie limitation limitations lose losing loss losses miss plea pleas poses quit sever,anticipate anticipated appear appears approximate approximately assume assumed believe differ intangible may predict predictive roughly,able accomplish accomplishment accomplishments achieve advancement attractive benefit better boost breakthrough collaborate confident effective efficiencies efficiency efficient enable enabled enabling enhance enhanced enjoy exciting gain gains great greater greatly improve improved improving leading opportunity pleasure positive positively revolutionize revolutionized satisfy strength strengthen strengthening succeed success successful successfully valuable win
60,0001193125-10-096625,AKAMAI,20100428,2010-04-28,8-K,break bridge challenging claims closed concern conciliation cut defer delay deter disclaim disclaims disclose disclosed discontinue discourage disrupt doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses preclude precluded quit restructuring sever sue sued suspend unauthorized,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may might vary,able attractive benefit better collaborate exciting gain gaining gains good improve improvement leading pleased positive satisfy strength strong succeed win
61,0001086222-16-000313,AKAMAI,20160516,2016-05-16,8-K,break bridge collapse cut ill lapse lie miss,depend dependent hidden,able gain gains satisfy win
62,0001542567-14-000012,AKAMAI,20140501,2014-05-01,8-K,break bridge claims closing collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill inability lack lapse late lie losing loss losses lying miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful hidden intangible may unusual varies vary varying,able benefit better enable enabling gain gains great greater innovation leading opportunities satisfy strong unmatched unparalleled win
63,0001542567-14-000006,AKAMAI,20140213,2014-02-13,8-K,arrears break bridge claims closing collapse cut decline deter disclaim disclaims easing fail failed ill lapse late lie losing miss pled poses restate restates sue sued taint,anticipate anticipated anticipates approximate approximately could differ hidden may risk risks uncertain uncertainties,able enabling leading satisfy unmatched win
64,0001193125-11-147774,AKAMAI,20110523,2011-05-23,8-K,absence adverse adversely against bad break bridge cancel canceled canceling cancellation cancelled claiming concern contrary cut defer deter discontinue discontinued dismiss dissolution downward downwards easing encumber encumbered erred fined forego forfeit forfeited forfeiture fraud gratuitous hardship harm ill inconsistencies inconsistent lapsing late lie limitation limitations liquidation lose loss losses lying miss omission omissions pled poses preclude quit rationalization restructuring sue sued suspend suspended terminate terminated termination terminations unfulfilled writedown,ambiguities assume assumed conditional depend dependent differ may vary,able achieve achievement attain attainment beneficial beneficially benefit desirable effective enhancing gain gains good improve improvement opportunities satisfaction satisfactory satisfied satisfy satisfying succeed succeeding success win worthy
65,0001193125-09-216139,AKAMAI,20091028,2009-10-28,8-K,break bridge challenging claims closed concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage disrupt divest doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sue sued unauthorized,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able benefit better collaborate gain gaining gains good improving leading pleased positive satisfy strength strong succeed superior win
66,0001086222-16-000338,AKAMAI,20160726,2016-07-26,8-K,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater pleased resolve revolutionizing satisfy strength strong win
67,0001193125-12-046515,AKAMAI,20120208,2012-02-08,8-K,break bridge challenging claims closed closing concern conciliation critical cut defer delay deter disclaim disclaims disclose disclosed discourage doubt doubtful easing erred fail failure fined fines forego ill inability lack late lie limitation limitations lose losing loss losses miss overage plea pleas pled poses quit resign resignation restructuring sever sue sued suing terminate terminated termination,anticipate anticipated anticipates approximate approximately believe contingencies could differ doubt doubtful intangible may vary,able achieve achieved achievement achieves benefit better effective enabling enhancing gain gaining gains good great greater innovation leading satisfy strength strong stronger unmatched win
68,0001542567-14-000003,AKAMAI,20140205,2014-02-05,8-K,break bridge claims closing collapse conciliation cut defer delay delays difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill inability lack lapse late lie losing loss losses lying miss plea pleas pled poses quit restructuring sue sued unexpected,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful hidden intangible may unexpected unusual varies vary varying,able achieve achieved advantage benefit better effective efficiencies enable enabling gain gains great greater improve improvement improvements innovation leading opportunities pleased satisfy strong unmatched win
69,0001193125-10-126282,AKAMAI,20100521,2010-05-21,8-K,break bridge cut lie miss,depend dependent,satisfy win
70,0001086222-15-000092,AKAMAI,20150428,2015-04-28,8-K,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divested divestiture easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater opportunities revolutionizing satisfy strong win
71,0001266432-14-000002,AKAMAI,20140107,2014-01-07,8-K,break bridge closure collapse cut ill lapse lie,hidden,able satisfy success win
72,0001193125-11-028943,AKAMAI,20110209,2011-02-09,8-K,break bridge challenging claims closed concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage disrupt divest doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sue sued unauthorized,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able benefit better collaborate efficient gain gaining gains good leading positive satisfy strength superior win
73,0001193125-11-111873,AKAMAI,20110427,2011-04-27,8-K,break bridge challenging claims closed concern conciliation cut defer delay deter disclaim disclaims disclose disclosed discontinue discourage disrupt doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses preclude precluded quit restructuring sue sued suspend unauthorized,almost anticipate anticipated anticipates approximate approximately believe could differ doubt doubtful intangible may might vary,able benefit better collaborate effective efficient gain gaining gains good leading positive satisfy strength strong win
74,0001193125-13-170355,AKAMAI,20130424,2013-04-24,8-K,break bridge claims conciliation cut defer delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill inability lack late lie loss losses miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful intangible may unusual varies vary varying,able benefit better effective enabling gain gains great greater innovation leading opportunities pleased satisfy strong unmatched win
75,0001193125-09-018791,AKAMAI,20090204,2009-02-04,8-K,break bridge challenging claims closed closing concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage disrupt doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose losing loss losses miss plea pleas poses quit restructuring sue sued unauthorized unexpected,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may unexpected vary,able accomplish accomplishment accomplishments benefit better collaborate gain gaining gains good impress impressive improve improved leading pleased satisfy strength succeed win
76,0001193125-11-198890,AKAMAI,20110727,2011-07-27,8-K,break bridge challenging claims closed concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage doubt doubtful erred fail failure fines ill inability lack late lie limitation limitations lose loss losses lying miss plea pleas poses quit restructuring sue sued,anticipate anticipated anticipates approximate approximately believe contingencies could differ doubt doubtful intangible may vary,able benefit better collaborate efficient enabling gain gaining gains good improve improvement innovative leading positive satisfy strength success win
77,0001086222-15-000126,AKAMAI,20150518,2015-05-18,8-K,break bridge cancel canceled collapse cut forfeit forfeited ill lapse lie miss quit terminate terminated,depend dependent differ hidden may,able benefit gain gains satisfy win
78,0001266432-12-000086,AKAMAI,20121114,2012-11-14,8-K,break bridge challenging claims closure collapse conciliation cut delay disclaim disclaims discourage easing fail failure fines ill inability lack lapse late lie limitation limitations loss losses miss plea pleas pled poses postpone restructuring sue sued unable,anticipate anticipates believe differ hidden intangible may,able benefit better enabling gain gaining gains great greater innovation leading satisfy succeed success unmatched win
79,0001193125-11-012067,AKAMAI,20110121,2011-01-21,8-K,break bridge closing closure cut deter fail fails forego ill lack late lie losing lying miss plea pleas quit sue sued sues,differ may nearly,able achieve achievement achieves advancement benefit benefiting better collaborate effective efficient honor honored innovate innovative leadership leading opportunity preeminent satisfy success valuable win
80,0001086222-17-000137,AKAMAI,20170502,2017-05-02,8-K,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred fail failure fined force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able benefit best easier enable enhance enhances exceptional excited gain gains great greater highest innovation opportunities pleased resolve satisfy strong superior unparalleled win
81,0001086222-16-000204,AKAMAI,20160209,2016-02-09,8-K,against bad breach break bridge claims closed closing closure collapse complain complaint complaints concern conciliation conflict cut damage damages delay denigrate derogatory deter disclose disclosed disparaging doubt false fined force ill illegal injuries invalid lapse late lie limitation lose losing lying miss omission omissions oppose overage poses prosecute prosecution quit resign resignation resigns revocation revoke sever subpoena sue sued suspect suspected terminate terminated termination terminations unanticipated unemployment unsuspected wrong wrongdoing,anticipate anticipated conditional conditionally doubt fluctuation fluctuations hidden may might pending unknown,able achieve achievement benefit best confident effective gain gains leadership opportunity satisfy success win
82,0001193125-13-041070,AKAMAI,20130206,2013-02-06,8-K,break bridge challenge challenges challenging claims closed conciliation cut defer delay deter disclaim disclaims disclose disclosed discontinue discourage doubt doubtful easing erred fail failure fines ill inability lack late lie limitation limitations lose loss losses miss plea pleas pled poses preclude precluded quit restructuring sue sued suspend,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may might vary,able achieve achieved benefit better effective efficiency enabling gain gaining gains good great greater improve improvement innovation leading opportunities satisfy strength strong unmatched win
83,0001193125-12-015707,AKAMAI,20120118,2012-01-18,8-K,against breach break bridge cease ceases claiming claims closed closing closure conflict conflicts contrary cut damage damages defer deter dishonest dishonesty dispose dissolution encumber encumbered erred fail failed fails failure fined force forced forego forfeit forfeited fraud harm ill impair invalid invalidity late lie limitation liquidation lose losing loss losses misconduct miss negative negligence negligent nondisclosure omission omit omitted pled poses quit resign resignation restructuring sever sue sued suing terminate terminated termination terminations unfunded unsatisfactory violate violates violation,ambiguity intangible may,able achieve achieved achievement benefit conclusive confident effective favorable gain gains good great greater satisfactory satisfied satisfy succeed succeeding success win
84,0001266432-13-000002,AKAMAI,20130123,2013-01-23,8-K,against break bridge closing collapse cut defer deter erred forego ill lack lapse late lie losing lying miss quit sue sued,fluctuation fluctuations hidden,able achieve achievement effective gain gains satisfy win
85,0001086222-18-000183,AKAMAI,20180731,2018-07-31,8-K,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture doubt doubtful easing erred fail failure fined force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit reassign reassigned restate restated restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs doubt doubtful fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able benefit best easier enable enhance enhances exceptional gain gains great greater improve improvement innovation pleased profitability satisfy strong superior unparalleled win
86,0001193125-10-237972,AKAMAI,20101027,2010-10-27,8-K,break bridge challenging claims closed concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage disrupt divest doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sue sued unauthorized,anticipate anticipated anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able benefit better collaborate efficient gain gaining gains good improve improvement leading positive satisfy strength strong strongest success successful successfully win
87,0001086222-15-000143,AKAMAI,20150724,2015-07-24,8-K,break bridge closure collapse cut ill lapse lie plea pleas restructuring,believe hidden,able benefit benefiting effective exciting honor honored influential innovative leadership opportunity revolutionizing satisfy success successful valuable win
88,0001086222-15-000184,AKAMAI,20151117,2015-11-17,8-K,absence absenteeism adverse against breach break bridge claiming claims closed closing collapse conciliation conflict conflicts contrary crime cut damage damages defer delay delayed deter dispose distract distraction distractions doubt erred excessive fail failure fined force forced forego forfeit forfeiture harm ill impair imperative inconsistent invalid invalidity involuntary lapse lapsed late lie limitation liquidation lose losing loss losses misconduct miss negligent omission omit omitted overage pled poses quit refusal refuse refuses resign resignation serious sever sue sued terminate terminated terminates termination terminations threat unfunded violation violations,ambiguity anticipate anticipated assume assumed assuming assumption believe believes could doubt hidden may possibility presumption presumptions,able achieve achieved achievement assure benefit best effective encouraging gain gains good opportunities satisfaction satisfactory satisfied satisfy succeed succeeding success win
89,0001086222-16-000377,AKAMAI,20161025,2016-10-25,8-K,against break bridge claims collapse conciliation critical cut defend defending defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred exploit exploiting fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater innovation resolve revolutionizing satisfy strong win
90,0001266432-12-000057,AKAMAI,20120727,2012-07-27,8-K,break bridge cut lie miss resign resignation terminate,,able effective satisfy win
91,0001193125-08-220251,AKAMAI,20081030,2008-10-30,8-K,break bridge challenging claims closed concern conciliation cut defer delay deter deteriorating difficult disclaim disclaims disclose disclosed discourage disrupt doubt doubtful easing erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss poses quit restructuring sue sued unauthorized,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may pending vary,able benefit better collaborate excited gain gaining gains good improve improvement leading satisfy strength strong succeed win
92,0001193125-12-433281,AKAMAI,20121024,2012-10-24,8-K,break bridge challenging claims closed conciliation cut defer delay disclaim disclaims disclose disclosed discourage doubt doubtful easing erred fail failure fines ill inability lack late lie limitation limitations lose loss losses miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able benefit better effective efficiency enabling gain gaining gains good great greater innovation leading satisfy strength unmatched win
93,0001266432-14-000049,AKAMAI,20140224,2014-02-24,8-K,against breach break bridge cancel cancelled closing closure collapse conflict conflicts cut damage denial difficult difficulty easing fail failure fined force forego ill inability lapse late lie losing loss losses lying miss plea pleas pled poses purport quit sacrificing sue sued terminate terminated termination unpaid,anticipate anticipates approximate approximately assume assumed differ hidden may possible risk,able accomplish accomplished benefit effective enabling enjoy excited gain gains good innovation leading satisfy unmatched unparalleled valuable win
94,0001086222-15-000150,AKAMAI,20150728,2015-07-28,8-K,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divested divestiture easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater innovation opportunities revolutionizing satisfy strong win
95,0001086222-16-000201,AKAMAI,20160209,2016-02-09,8-K,break bridge claims collapse conciliation cut defer delay deter difficult disclaim disclaims discontinue divest divested divestiture divestitures easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses preclude precluded quit restructuring sue sued suspend weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may might nearly unusual varies vary varying,able achieve achieved achievement benefit effective enable enhance enhances excellent gain gains great greater revolutionizing satisfy win
96,0001086222-15-000025,AKAMAI,20150206,2015-02-06,8-K,against breach breached break bridge cancel canceled claiming claims closed closing collapse conflict conflicts cut damage damages defer deter dispose dissolution erred fined force forced forego harm ill impair invalid invalidity lapse lapsed late lie limitation liquidation lose loses losing loss losses misconduct miss negligent omission omit omitted pled poses quit sever sue sued terminate terminated terminates termination terminations unfunded,ambiguity anticipate anticipated assume assumed fluctuation fluctuations hidden may,able achieve achievement benefit confident effective gain gains good great greater satisfactory satisfied satisfy success win
97,0001193125-13-300522,AKAMAI,20130724,2013-07-24,8-K,break bridge claims conciliation cut delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill inability lack late lie loss losses lying miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful intangible may unusual varies vary varying,able achieving benefit better effective enabling gain gains great greater innovation leading opportunities pleased satisfy strong unmatched win
98,0001086222-19-000062,AKAMAI,20190227,2019-02-27,8-K,against bad breach break bridge claims closed closing collapse complain complaint complaints concern conciliation conflict contrary cut damage damages deter disclose disclosed doubt easing fined force ill injuries lapse late lie limitation lose losing lying miss omission omissions poses prosecute quit resign resignation resigns revocation revoke sever sue sued suspect suspected terminate terminated termination unanticipated unsuspected,anticipate anticipated assume assumed assumption conditional conditionally doubt fluctuation fluctuations hidden may might revise revised unknown,able achieve achievement benefit confident effective gain gains good satisfy success win
99,0001266432-12-000055,AKAMAI,20120723,2012-07-23,8-K,absenteeism adverse against bankrupt bankruptcy break bridge claiming claims closing closure closures collapse concern conciliation contrary crime cut defend defending defer delay delayed denial denied deter erred excessive fail fails failure fined force forego frivolous harm ignore ignored ill illegal illegality incident interfere invalid invalidity involuntarily involuntary lapse late lie limitation liquidation lose loses losing misconduct miss misuse neglect negligence omission overage pled poses preclude precluded preventing prosecution question questions refusal reject rejected resign resigns serious sever sue sued sues terminate terminated termination unfunded violation violations,depend dependent hidden may possible presumption presumptions reconsider,able achieve achieved benefit confident desirable despite effective gain gaining gains opportunity perfect resolve satisfaction satisfactorily satisfy success successful win
