,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
73,0001193125-09-206674,Google,20091013,2009-10-13,8-K,break cut doubt ill lie miss resign resigned sue,doubt may,able effective enhancing good great greatly innovative opportunity satisfy success win
74,0001193125-11-145038,Google,20110519,2011-05-19,8-K,absence accident accidents acquiesce adverse adversely against allege alleged annul annulled arrears bad bankrupt bankruptcy breach break calamity cancel canceled cancellation cancelled catastrophe catastrophes cease ceases challenge challenged claims closed closing closure complain complained concern concerned conflict conflicted conflicting conflicts contrary crisis culpability cut damage damages decline default defaulting defect defective defects defend defending defer delay delist delisted delisting deprive destroy destroyed destruction deter disclose disclosed discontinue discontinued dispose dispute disregard disregarded disrupt disruption dissolution disturb disturbance disturbances downgrading easing encumbrance encumbrances erred erring erroneous error fail failed fails failure fault faulted faults fined force forced forego fraud fraudulent guilty harm hindrance ill illegal impair impracticable inability inadvisable inappropriate incapable incident inconsistent ineligible infringe infringement inquiry insolvency insolvent insufficient interfere interrupt interruption interruptions invalid investigate investigated investigating investigation investigations involuntary lapse late lie limitation limitations liquidate liquidated liquidating liquidation liquidator litigant lose losing loss losses lost lying malfunction malfunctions misconduct mislead misleading misrepresent misrepresentation miss misuse moratorium negative neglect neglected negligence negligent objecting objection omission omissions omit omits omitted omitting overdue penalty plaintiff plea plead pleaded pled poses posing postpone postponed preclude prejudice prosecute punitive purport quit refusal refuse refused reparation resign resignation resigning revocation sever shortfall solvency stolen stoppage stoppages sue sued sues suffer suffered suffering suing suspend suspending suspension terminate terminated termination terminations threat threaten threatened threatening unable unauthorized unavailable unfavorable unpaid unreasonable unreasonably unremedied unwilling violation,alteration ambiguity appear appeared appearing appears assume assumed assuming assumption assumptions believe believed believes believing conditional conditionally contingency could depend dependent differ differing indeterminate likelihood may might nearly nonassessable ordinarily pending possible preliminary presume presumed risk risks sometime sometimes tending variable variation variations vary,able advances assure assured beneficial benefit best conclusive conclusively confident constructive desirable effective empower empowered enable enabling exclusive exclusively favorable gain gained gains good great greater highest invent invention inventions leading opportunity satisfaction satisfactory satisfied satisfy succeed succeeding success win
75,0001193125-08-211628,Google,20081016,2008-10-16,8-K,break conciliation conciliations cut divest divestiture erred erring fined ill late lie limitation limitations lying miss plea pleas poor poses quit suing taint unforeseen volatility,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying volatility,able benefit effective good great greater improve improvement improvements opportunities satisfy strength strengthen strengthening strong superior transparency win
76,0001288776-15-000041,GOOGLE,20150911,2015-09-11,8-K,break cancel cancellation collapse cut ill lapse lie miss quit,hidden,able satisfy smooth win
77,0001288776-15-000032,GOOGLE,20150716,2015-07-16,8-K,break collapse conciliation conciliations cut deter discontinue discontinued erred erring fined ill impair impairment incorrect lapse late lie limitation limitations litigation loss lying miss plea pleas poses quit sue sued suing taint volatility,approximate approximately assumption assumptions believe believes contingencies could differ fluctuation fluctuations hidden intangible intangibles may predict predicted revise revised risk risks uncertain uncertainties vary varying volatility,able benefit gain gains great greater opportunities satisfy strength strengthen strengthening strong superior transparency win
78,0001193125-11-188398,Google,20110714,2011-07-14,8-K,break breaking conciliation conciliations cut erred erring fined ill investigation late lie limitation limitations miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater opportunities satisfy strength strengthen strengthening superior transparency win
79,0001288776-14-000077,Google,20141117,2014-11-17,8-K,abuse abuses against allegation allegations allege alleged allegedly alleging argue argued argument bankrupt bankruptcy barred breach breached break cancel canceled cancellation cancelled challenge challenges claims closure closures collapse complain complaint concealed concern contend contention contentions contested contradict convict convicted counterclaim criminal cut damage damages danger dangerous defect defective defend defendant defendants delay delays denied deny denying deter difficult difficulties dismiss dismissal dismissed dismissing dispute disputes disrupt disrupting easing egregious enjoin enjoined erred erring evade evasion fail failed fails failure failures fault felony fined force forced forcing forego frustrate frustrating harm harmed ill illegal impair improper improperly inaccurate incident intentional investigate investigation lapse late lie limitation litigation lose lying malice miss missed negligent objecting objection objections omission omissions opposing opposition overturn overturned plaintiff plaintiffs plea plead pleaded poses posing preclude prejudice prevention problem problems prosecute prosecuting prosecution purport purported question questions quit refuse refused relinquish relinquished sever sue sued suffer suffered suspect suspected taint terminate terminated termination testify threat unjust unlicensed unreasonably unsuspected violate violated violation violations wrong wrongdoing wrongful,appear appeared approximate approximately assume assumes believe believed believes contingent could depend dependent differ hidden may might pending possible preliminarily preliminary presumption reconsider risk risks uncertain uncertainty unknown,able accomplish achieve achieved adequately beneficial benefit best better collaborating confident desirable despite effective gain gained gains good improve loyal opportunity proactive proactively progress resolve satisfy success successes successful win
80,0001193125-11-097898,Google,20110414,2011-04-14,8-K,break conciliation conciliations crucial cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater innovation opportunities satisfy strength strengthen strengthening success superior transparency win
81,0001288776-13-000006,Google,20130122,2013-01-22,8-K,bad break collapse conciliation conciliations cut discontinue discontinued dispose divest divestiture erred erring fined ill investigation lapse late lie limitation limitations lose loss lying miss plea pleas poses quit restructuring suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able achieve achievement benefit effective exciting gain gains great greater incredibly invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency tremendous win
82,0001193125-12-510448,Google,20121220,2012-12-20,8-K,break claims closing closure concern cut disclaim disclaims easing force ill late lie litigation lose losing miss quit sue sued taint,approximate approximately could differ may possible risk risks suggest suggested uncertain uncertainties uncertainty,able achieve advancement advancements benefit best better desired enable enhance improving innovating innovation innovations innovative innovator leading opportunities profitable satisfaction satisfy strength strengths strong success successful successfully vibrant win
83,0001193125-12-414376,Google,20121004,2012-10-04,8-K,break cut ill late lie miss restructuring sever taint,approximate approximately could differ may predict predicted risk risks uncertain uncertainties,able improve profitability satisfy success successful win
84,0001288776-15-000018,Google,20150326,2015-03-26,8-K,against break closed closing closure closures collapse concern concerns contrary cut defer deter disclose dispute disputes doubt ill lapse late lie lose losing miss plea pleas purport question questions quit sue sued terminate terminated terminates,contingent could doubt hidden may,able benefit confident effective gain gains pleased satisfactory satisfy smooth win
85,0001193125-15-102633,Google,20150324,2015-03-24,8-K,break crisis cut ill lack lacks lie miss sever,differ,able better creative delight delighted distinction effective improve innovate opportunity satisfy strong success successful tremendous tremendously win
86,0001193125-09-043054,Google,20090303,2009-03-03,8-K,break cut deter ill lie miss,,able satisfy win
87,0001193125-11-225926,Google,20110818,2011-08-18,8-K,antitrust assertions break cancel cancelled closing closure closures concern cut deter dissent dissenting fail failure fined forego ill late lie losing miss omit omitted purport taint terminate termination,anticipate anticipated anticipates believe believes could differ may might risk risks uncertain uncertainties,able benefit confident good innovation opportunities satisfaction satisfy success successful successfully superior win
88,0001193125-11-186774,Google,20110712,2011-07-12,8-K,against bankrupt bankruptcy break contrary cut deter fined force forego ill insolvency investigation investigations late lie limitation miss poses quit sever solvency sue sued,assume assumed assumption assumptions may might nonassessable,able effective gain gains good highest satisfaction satisfied satisfy win winning
89,0001288776-13-000017,Google,20130312,2013-03-12,8-K,break collapse cut ill lapse lie miss,hidden,able satisfy win
90,0001288776-14-000058,Google,20140717,2014-07-17,8-K,break collapse conciliation conciliations cut defer discontinue discontinued dispose divest divestiture erred erring fined ill lapse late lie limitation limitations loss lying miss plea pleas poses quit restate restated sue sued suing taint unforeseen,almost approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening superior transparency win
91,0001193125-12-513187,Google,20121221,2012-12-21,8-K,break cut erred ill late lie miss sue sued,approximate approximately depend dependent,able beneficial beneficially satisfy win
92,0001288776-14-000071,Google,20141016,2014-10-16,8-K,bad break collapse conciliation conciliations cut defer discontinue discontinued dispose divest divestiture erred erring fined ill impair impairment lapse late lie limitation limitations loss lying miss plea pleas poses quit restate restated sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency win
93,0001193125-15-085361,Google,20150310,2015-03-10,8-K,break cut deter ill lie miss,,able effective satisfy win
94,0001288776-15-000021,Google,20150423,2015-04-23,8-K,break collapse conciliation conciliations cut deter discontinue discontinued erred erring fined ill impair impairment lapse late lie limitation limitations litigation lose loss lying miss plea pleas poses quit sue sued suing taint unforeseen volatility,assumption assumptions believe believes contingencies could differ fluctuation fluctuations hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying volatility,able benefit gain gains great greater opportunities satisfy strength strengthen strengthening superior transparency win
95,0001193125-10-259076,Google,20101112,2010-11-12,8-K,break closing cut decline declined ill late lie losing miss poses quit,,able effective satisfy win
96,0001288776-13-000014,Google,20130208,2013-02-08,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss sue sued,approximate approximately assuming may,able beneficial beneficially effective gain gains satisfy win
97,0001193125-07-249285,Google,20071116,2007-11-16,8-K,break cut investigation lie lose miss,,able satisfy win
98,0001193125-11-011026,Google,20110120,2011-01-20,8-K,break closed complicate complicated concern concerns conciliation conciliations cut disclose disclosed easing erred erring fined ill late lie limitation limitations lose miss plea pleas poor poses quit suing taint unforeseen,anticipate approximate approximately assume assuming assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit best better brilliant confident dream effective exceptional exceptionally excited gain gains good great greater greatest improve incredible innovation innovator leadership leading opportunities opportunity perfect perfectly revolutionizing satisfy strength strengthen strengthening strengths strong success successful superior transparency tremendous valuable win
99,0001193125-10-256178,Google,20101110,2010-11-10,8-K,break cut deter erred ill late lie miss sue sued,approximate approximately depend dependent,able satisfy win
